,True Rating,Predicted Rating,True Genre,Predicted Genre
2090,4.52,4.407,0,0
2095,4.55,4.332000000000001,0,0
2097,4.27,4.246,1,1
2098,4.7,3.6519999999999997,1,0
2100,4.35,4.335000000000001,0,0
2103,4.37,4.376,0,0
2116,4.16,4.331,0,1
2128,4.76,4.055000000000001,0,0
2132,4.33,4.4,0,0
2138,3.75,4.421999999999999,0,0
2139,4.46,4.2,0,0
2140,4.29,4.566999999999999,0,0
2142,4.28,3.993,0,0
2151,4.0,4.095000000000001,0,0
2155,4.37,4.204000000000001,0,0
2156,4.25,4.203,0,0
2157,4.33,4.348,0,0
2158,4.57,4.079,1,1
2171,4.24,4.324,0,0
2173,4.28,4.281999999999999,0,0
2177,3.52,4.399000000000001,0,0
2182,4.12,4.266,0,0
2186,4.83,4.0520000000000005,0,1
2189,4.53,4.3660000000000005,0,0
2206,3.81,4.433999999999999,0,0
2208,4.29,4.548,0,1
2211,4.78,4.3340000000000005,1,0
2219,4.54,3.807,0,0
2229,4.41,4.434,0,0
2230,4.13,4.466,0,0
2231,4.81,4.372,0,0
2238,4.26,4.478,1,0
2240,4.44,4.324,1,1
2248,4.51,4.301,1,0
2251,4.85,3.85,0,0
2252,4.35,4.1899999999999995,0,0
2256,4.39,4.130999999999999,1,0
2270,4.55,4.042,0,0
2276,4.32,4.508000000000001,0,0
2278,0.0,0.0,0,0
2283,3.75,4.5889999999999995,0,0
2289,4.75,4.376,1,1
2290,3.45,4.505,0,0
2303,0.0,0.0,0,0
2304,4.3,4.339,0,0
2306,4.78,4.603,1,0
2336,4.07,4.177999999999999,0,0
2337,4.63,4.486,0,0
2340,4.45,4.307,0,0
2343,3.0,4.659000000000001,0,0
2347,4.58,4.337000000000001,0,0
2350,4.25,4.26,1,0
2351,3.91,4.67,1,0
2355,4.7,4.5649999999999995,1,1
2359,4.31,4.62,1,1
2363,5.0,4.65,0,0
2376,4.4,4.436,0,0
2384,4.26,3.8,0,0
2386,4.03,4.452,0,0
2390,4.6,4.335,0,0
2397,4.46,4.271999999999999,0,0
2399,4.27,4.475,0,0
2411,4.42,4.298,0,0
2412,3.92,4.178999999999999,0,0
2416,4.54,4.45,0,0
2426,2.33,4.3309999999999995,0,0
2429,4.46,4.331999999999999,0,0
2438,4.81,4.425000000000001,1,1
2443,4.29,4.234,0,0
2448,4.59,4.2299999999999995,0,0
2450,4.1,4.233,0,0
2451,0.0,0.0,0,0
2453,4.39,4.529999999999999,1,0
2455,4.48,4.424999999999999,1,0
2466,4.26,3.7040000000000006,0,0
2475,4.15,4.4590000000000005,0,0
2484,4.46,4.169,1,1
2491,4.46,4.505,1,1
2494,4.53,4.501,0,0
2502,3.36,4.293000000000001,0,0
2506,4.23,4.517,0,0
2511,0.0,0.0,0,0
2516,3.47,4.286,0,0
2518,4.6,4.679,0,0
2519,4.64,4.503,1,1
2521,4.84,4.176,1,1
2522,4.06,4.246,0,0
2523,4.17,4.494,0,0
2527,4.16,4.159999999999999,1,0
2531,4.23,4.274,0,0
2538,4.43,4.436,0,0
2545,4.8,3.9779999999999993,1,1
2546,4.38,4.149,1,0
2548,4.61,4.331999999999999,0,0
2560,4.39,4.471,0,0
2565,4.72,4.481999999999999,1,1
2566,4.73,4.556,0,0
2572,4.7,4.527,0,1
2575,4.5,4.412000000000001,0,0
2585,4.71,4.199,0,0
2586,4.66,4.466,0,0
2589,5.0,4.305,0,0
2592,4.9,4.452,0,0
2593,4.63,4.496,0,0
2597,4.61,4.326,0,0
2607,4.27,4.25,1,1
2611,4.61,4.267,0,0
2624,5.0,4.805,0,0
2630,4.39,4.247999999999999,0,0
2634,4.42,4.3100000000000005,0,0
2635,3.94,4.183,1,1
2636,4.28,4.401999999999999,1,0
2637,4.35,4.431,0,1
2638,4.35,4.325,0,0
2644,3.81,4.225,0,0
2647,0.0,0.0,0,0
2648,3.8,4.515000000000001,0,0
2656,4.75,4.4879999999999995,1,1
2662,4.43,4.464,0,0
2666,4.33,4.421999999999999,1,1
2669,4.43,4.665,0,0
2670,4.41,4.439,0,0
2673,5.0,4.38,0,0
2675,4.34,3.84,0,0
2677,4.88,4.575,0,0
2680,3.02,4.379,1,0
2683,4.79,4.242,0,0
2688,0.0,0.0,0,0
2697,4.3,4.470000000000001,0,0
2702,4.68,4.465999999999999,0,0
2712,4.13,4.518,0,0
2715,4.5,4.274,0,0
2721,0.0,0.0,1,0
2727,4.75,4.563,0,0
2732,3.95,4.604000000000001,0,0
2733,4.69,4.1819999999999995,0,1
2739,4.78,4.435,0,0
2743,4.39,4.1979999999999995,1,1
2745,4.85,4.333,0,1
2748,4.21,4.243,0,0
2753,4.33,4.414,0,0
2755,3.6,4.142,0,0
2759,4.7,4.504,0,0
2772,3.95,4.380999999999999,0,0
2776,4.51,4.316,1,0
2779,4.56,4.4559999999999995,0,0
2788,4.13,4.5760000000000005,0,0
2807,4.59,4.438999999999999,0,0
2808,4.08,4.005999999999999,0,0
2815,4.39,4.339,1,1
2818,4.51,4.305000000000001,1,0
2828,3.83,4.564,0,0
2834,3.8,4.298,1,0
2837,4.44,4.429,1,0
2842,3.76,4.279999999999999,0,0
2843,4.04,4.182,0,0
2848,4.33,4.566,0,0
2851,3.0,4.859,0,0
2856,4.32,4.389000000000001,0,0
2860,4.19,4.516,1,0
2870,3.51,4.378,1,0
2873,5.0,4.885,0,0
2879,4.86,4.521,1,0
2880,3.91,4.411999999999999,0,0
2883,3.73,4.351999999999999,0,0
2886,4.0,4.43,1,0
2900,4.8,4.648999999999999,0,0
2907,0.0,0.0,0,0
2926,4.28,4.563,0,0
2930,4.25,4.2989999999999995,0,0
2931,4.12,4.168000000000001,0,0
2937,4.0,4.231,0,0
2957,4.61,4.434,1,1
2964,3.9,4.4350000000000005,0,0
2971,4.04,4.245,0,0
2974,4.71,4.355,1,1
2976,4.13,4.378,0,0
2980,4.09,4.499999999999999,0,0
2982,4.9,4.494000000000001,0,0
2989,4.07,4.6209999999999996,0,0
2991,4.06,4.346,1,0
2993,4.37,4.721,0,0
2994,4.63,4.286,0,0
3001,4.78,4.328,1,0
3013,4.56,4.134,0,0
3026,3.77,4.447000000000001,0,0
3027,4.5,4.356999999999999,0,0
3038,4.69,4.2219999999999995,0,0
3042,4.58,4.445,0,0
3055,4.45,4.196,0,0
3080,4.12,4.354000000000001,0,0
3084,4.76,4.161,0,1
3087,3.92,4.297000000000001,0,0
3090,4.5,4.1049999999999995,0,0
3092,4.18,4.236000000000001,1,1
3094,4.25,4.198,0,0
3095,5.0,4.005,0,1
3115,3.87,4.316000000000001,0,0
3120,4.45,4.3469999999999995,0,0
3126,4.51,4.201,0,0
3134,4.8,4.41,1,1
3136,4.34,4.163,0,0
3138,3.81,4.463,0,0
3144,4.0,4.274,0,0
3150,4.4,4.389,0,0
3151,4.21,4.468999999999999,0,1
3164,4.59,4.525,0,0
3168,4.88,4.430000000000001,0,1
3177,4.57,4.392000000000001,0,0
3178,4.87,4.380999999999999,0,1
3192,4.77,4.414,1,0
3207,4.51,4.271,0,0
3208,4.02,4.393000000000001,1,1
3214,4.05,4.2989999999999995,0,0
3221,4.31,4.462000000000001,1,0
3224,4.29,4.238,0,0
3225,4.32,4.151,0,0
3237,4.1,4.505,0,1
3238,4.7,4.202,0,0
3246,4.44,4.183,0,0
3248,4.57,4.319000000000001,1,1
3250,4.54,4.367,1,0
3253,4.68,4.343,0,0
3259,4.56,4.349000000000001,0,0
3261,4.16,4.297999999999999,0,0
3271,3.83,4.047,0,0
3277,4.23,4.149,0,0
3287,4.61,4.270999999999999,0,0
3299,4.72,4.202999999999999,0,1
3303,4.48,4.32,0,0
3309,4.5,3.8319999999999994,0,0
3311,4.12,4.2170000000000005,1,0
3313,4.08,4.282,0,0
3315,4.36,4.7,1,0
3318,4.25,4.355000000000001,0,0
3333,3.84,4.545,0,0
3335,3.8,4.101,1,1
3338,4.18,4.340999999999999,0,1
3347,0.0,0.0,0,0
3348,0.0,0.0,0,0
3353,4.25,4.393,0,0
3362,4.83,4.517,0,0
3363,4.2,4.37,1,0
3371,4.89,4.2860000000000005,1,1
3379,4.62,4.388,0,0
3383,4.23,4.336,0,0
3390,4.52,4.313999999999999,1,1
3392,4.26,4.531999999999999,1,0
3398,4.14,4.417,0,0
3400,0.0,0.0,0,0
3408,0.0,0.0,0,0
3421,4.22,4.343000000000001,0,0
3422,4.83,4.215999999999999,0,0
3437,4.68,4.278,0,0
3440,4.66,4.295,1,0
3445,4.37,4.473,0,0
3448,3.8,4.075000000000001,0,0
3454,4.12,4.462999999999999,1,0
3455,4.17,4.233,1,1
3459,4.28,4.444999999999999,0,0
3461,4.23,4.146,0,0
3462,4.31,4.385,1,0
3463,4.38,3.9880000000000004,0,0
3469,3.95,4.081,1,1
3475,4.47,4.17,0,0
3479,4.36,4.282,1,0
3482,4.47,4.24,1,0
3488,4.3,4.6240000000000006,0,0
3491,4.42,4.430000000000001,0,0
3501,4.8,4.279999999999999,1,0
3503,4.37,4.186,0,0
3504,5.0,4.501,0,0
3514,4.48,4.346000000000001,0,0
3518,0.0,0.0,0,0
3524,4.64,4.407,1,0
3528,4.17,4.476999999999999,0,0
3531,4.62,4.169000000000001,0,0
3534,4.43,4.487,0,0
3537,4.51,4.2219999999999995,1,0
3541,4.44,4.464,0,0
3559,4.3,4.38,1,0
3562,4.42,4.365,0,0
3564,4.46,4.441,0,0
3570,4.57,4.1209999999999996,0,0
3572,4.76,4.3420000000000005,0,1
3579,4.58,4.47,0,0
3582,4.59,4.226999999999999,0,0
3583,5.0,4.5,0,0
3593,4.25,4.6259999999999994,0,0
3600,4.06,4.2780000000000005,0,0
3606,4.0,4.121999999999999,0,0
3608,4.82,4.306,1,1
3609,3.74,4.421000000000001,0,0
3610,4.4,4.381,0,0
3617,4.15,4.2749999999999995,0,0
3621,4.39,4.427,0,0
3634,4.0,4.555,0,0
3638,4.8,4.589999999999999,0,0
3639,4.61,4.449,1,1
3644,4.45,4.313,1,0
3645,4.75,4.234,0,0
3654,3.58,4.342999999999999,0,0
3676,4.56,4.517000000000001,0,0
3684,4.7,4.4079999999999995,0,0
3696,4.13,4.096,1,0
3698,4.45,4.51,0,0
3710,4.66,4.706,0,0
3718,4.29,4.232,0,0
3729,3.85,4.115,1,0
3730,4.77,4.481,1,0
3734,0.0,0.0,0,0
3735,4.85,4.68,0,0
3739,4.52,4.054,0,0
3746,4.21,4.397,0,0
3752,4.88,4.007,1,0
3760,4.29,4.372999999999999,0,0
3763,3.98,4.175,0,0
3766,4.47,4.509,1,1
3775,3.77,4.466,1,0
3777,4.17,4.169,0,0
3783,4.13,4.087999999999999,1,1
3786,4.27,4.220999999999999,0,0
3798,4.63,4.219,1,0
3802,3.58,3.724,1,1
3810,4.05,4.264,0,0
3813,3.77,4.463,1,0
3823,4.69,4.359,0,0
3825,3.9,4.284000000000001,0,0
3827,3.67,4.421,1,0
3837,4.25,4.744999999999999,0,0
3843,4.57,4.083,0,0
3850,4.46,4.281000000000001,0,0
3854,4.3,4.556,0,0
3873,4.52,4.420999999999999,1,1
3888,4.8,4.229,0,0
3899,0.0,0.0,1,0
3912,5.0,4.473999999999999,0,0
3920,4.58,4.37,0,0
3921,4.47,4.235,0,0
3924,4.0,3.9519999999999995,1,1
3940,4.62,4.222,1,1
3941,4.92,4.011,1,0
3946,4.36,4.525,0,0
3948,4.76,4.0920000000000005,0,0
3949,4.59,4.228,0,0
3958,4.36,4.482000000000001,0,0
3959,4.71,4.452,0,1
3961,4.77,4.6819999999999995,0,1
3964,4.22,4.39,0,0
3968,4.08,4.125,0,1
3969,4.54,3.8500000000000005,0,0
3973,4.29,4.525999999999999,0,0
3975,5.0,4.446999999999999,0,0
3979,4.77,4.359,0,0
3983,0.0,0.0,0,0
3985,4.55,4.465,0,0
3991,3.3,4.355,0,0
3993,4.46,4.551,0,0
3994,3.75,3.9910000000000005,0,0
4006,4.33,4.3950000000000005,0,0
4017,0.0,0.0,0,0
4018,4.14,4.172000000000001,0,0
4039,4.6,4.361,0,0
4048,3.45,4.568,0,0
4052,3.66,4.179,0,0
4057,4.21,4.4510000000000005,0,0
4059,4.42,4.525,0,0
4062,4.54,4.191000000000001,0,0
4063,4.0,4.052,0,0
4065,4.05,4.259,0,0
4076,4.8,4.882,0,0
4082,4.09,4.175,0,0
4089,4.42,4.386,0,1
4091,4.25,4.301,0,0
4104,4.66,4.378,1,0
4107,4.41,4.351,0,1
4111,4.25,4.266,0,0
4113,4.69,4.364,1,1
4114,4.17,4.402,1,0
4120,4.02,4.534000000000001,1,1
4135,4.62,4.196,1,0
4140,4.57,4.529000000000001,1,1
4144,4.44,4.369000000000001,1,1
4146,4.32,4.389000000000001,1,0
4147,4.4,4.349,0,0
4148,4.45,4.297999999999999,0,0
4149,4.77,4.372000000000001,1,1
4151,4.07,4.337,0,0
4156,3.66,4.675,0,0
4157,3.86,4.125000000000001,1,1
4158,4.35,4.505000000000001,1,1
4159,4.68,4.289,1,0
4162,4.85,4.672,0,0
4163,4.0,4.025,0,0
4167,4.43,4.393,1,1
4171,3.75,4.429,0,0
4174,4.4,4.451,0,0
4178,3.89,4.569,0,0
4179,4.58,4.4350000000000005,0,0
4180,5.0,3.529999999999999,0,0
4189,4.34,4.34,0,0
4190,5.0,4.516,0,0
4191,4.41,4.3420000000000005,0,0
4217,4.45,4.133000000000001,1,0
4237,3.85,4.385,1,0
4240,4.46,4.502000000000001,0,0
4242,4.16,4.187,0,0
4261,4.71,4.538000000000001,0,0
4263,4.56,4.398999999999999,0,0
4271,4.43,3.0179999999999993,0,0
4272,5.0,4.233,1,0
4273,4.45,4.477,1,0
4274,4.1,4.386,0,0
4277,0.0,0.0,1,0
4279,3.48,4.517999999999999,0,0
4289,3.76,3.8989999999999996,0,0
4304,4.33,3.6309999999999993,0,0
4306,3.59,3.9539999999999997,0,1
4330,4.0,4.542,0,0
4333,4.88,4.462999999999999,0,0
4341,3.84,4.378,0,0
4345,4.83,4.630999999999999,0,0
